position,total_quota,parent_product,order_code,product_code,order_quota
Dây luồn khóa,269.400000,3701,Screenline Cap-Asphalt-OS-PO64,5-DA0311-TIT-08-PI,0.060000
Khóa sau nón,4490.000000,2512,Screenline Cap-Asphalt-OS-PO64,6-NHFR20-BLK-00-NC,1.000000
Dây size,2694.000000,3983,Screenline Cap-Asphalt-OS-PO64,5-DAFELT-BLK-07-TA,0.600000
Nhãn size,4490.000000,10067,Screenline Cap-Asphalt-OS-PO64,8-SA0228-000-ST-BD,1.000000
Nhãn PO,4490.000000,8286,Screenline Cap-Asphalt-OS-PO64,8-SA0221-000-IN-TL,1.000000
Két nhựa 1.5mm cong,4490.000000,7601,Screenline Cap-Asphalt-OS-PO64,3-NHSA02-WHI-15-CY,1.000000
Logo ép nhiệt,4490.000000,5420,Screenline Cap-Asphalt-OS-PO64,8-SA0041-000-EN-TG,1.000000
Chỉ may chính,35.920000,3678,Screenline Cap-Asphalt-OS-PO64,7-CM9959-GRY-50-PP,0.008000
Chỉ may zích xắc,35.920000,5948,Screenline Cap-Asphalt-OS-PO64,7-CM0BLK-BLK-50-PP,0.008000
Chỉ may dây khóa,4.490000,3629,Screenline Cap-Asphalt-OS-PO64,7-CM9392-GRY-50-PP,0.001000
Chỉ may đai + nối đai,37.270000,3655,Screenline Cap-Asphalt-OS-PO64,7-CM9675-CHA-50-PP,0.008300
Chỉ vắt sổ,35.920000,3678,Screenline Cap-Asphalt-OS-PO64,7-CM9959-GRY-50-PP,0.008000
Hangtag+dây treo,4490.000000,7955,Screenline Cap-Asphalt-OS-PO64,9-HSA107-000-00-NG,1.000000
Mặt,2.940000,82,DYC-CH1-220806-La Chocolaterie,1-CVAC06-BLK-00-HV,0.026500
Hông,4.000000,1929,DYC-CH1-220806-La Chocolaterie,1-L03090-BL2-07-DD,0.036000
Đuôi,4.670000,1929,DYC-CH1-220806-La Chocolaterie,1-L03090-BL2-07-DD,0.042000
Két trên + nút,2.440000,82,DYC-CH1-220806-La Chocolaterie,1-CVAC06-BLK-00-HV,0.022000
Két dưới,2.330000,82,DYC-CH1-220806-La Chocolaterie,1-CVAC06-BLK-00-HV,0.021000
Đai,66.660000,8347,DYC-CH1-220806-La Chocolaterie,4-CVAC06-BLK-D6-30,0.600000
Viền,149.990000,8508,DYC-CH1-220806-La Chocolaterie,4-KATE00-BLK-N0-28,1.350000
Két nhựa size 58cm,70.000000,7578,DYC-CH1-220806-La Chocolaterie,3-NH0675-BLK-23-CY,1.000000
Két nhưa size 55cm,31.000000,7552,DYC-CH1-220806-La Chocolaterie,3-N950KT-BLK-23-CY,1.000000
Nút sắt,104.000000,6580,DYC-CH1-220806-La Chocolaterie,9-NS3C02-000-00-NT,1.000000
Keo dựng mặt,3.670000,2348,DYC-CH1-220806-La Chocolaterie,2-M83200-BLK-00-DI,0.033000
Dây size,66.660000,3983,DYC-CH1-220806-La Chocolaterie,5-DAFELT-BLK-07-TA,0.600000
Khóa nhựa,104.000000,10218,DYC-CH1-220806-La Chocolaterie,1-ASD234-TTT-DK-EV,1.000000
Nhãn dệt đai DYC Design vàng,104.000000,4578,DYC-CH1-220806-La Chocolaterie,8-DY0002-000-DE-MX,1.000000
Chỉ may chính +đai,1.780000,5948,DYC-CH1-220806-La Chocolaterie,7-CM0BLK-BLK-50-PP,0.016000
Giấy lót nón logo DYC,101.000000,8052,DYC-CH1-220806-La Chocolaterie,9-GLNDYC-000-IN-TL,1.000000
Bao nylon,4.040000,6731,DYC-CH1-220806-La Chocolaterie,9-B03680-WHI-00-HN,0.040000
Tem két,101.000000,7943,DYC-CH1-220806-La Chocolaterie,9-SDY003-000-00-MX,1.000000
con giống đuôi,0.510000,7824,DYC-CH1-220806-La Chocolaterie,9-FELT00-BLK-00-NI,0.005000
Vành trên,35.310000,10153,TTDKTY-220804-BK585-Blush Gray-VimHue,1-P2585Q-BGR-L8-EV,0.110000
Vành dưới,35.310000,1246,TTDKTY-220804-BK585-Blush Gray-VimHue,1-P2585Q-BGR-L3-EV,0.110000
Thân trước,9.470000,1246,TTDKTY-220804-BK585-Blush Gray-VimHue,1-P2585Q-BGR-L3-EV,0.029500
Thân sau,10.270000,1246,TTDKTY-220804-BK585-Blush Gray-VimHue,1-P2585Q-BGR-L3-EV,0.032000
Đỉnh,9.310000,1246,TTDKTY-220804-BK585-Blush Gray-VimHue,1-P2585Q-BGR-L3-EV,0.029000
Viền bọc lỗ đuôi vành,48.150000,10148,TTDKTY-220804-BK585-Blush Gray-VimHue,4-P2585Q-BGR-N3-36,0.150000
Viền bọc vành,385.200000,10148,TTDKTY-220804-BK585-Blush Gray-VimHue,4-P2585Q-BGR-N3-36,1.200000
Viền trong chóp,449.400000,6885,TTDKTY-220804-BK585-Blush Gray-VimHue,4-KATE00-WHI-N0-28,1.400000
Đai thun mè,192.600000,8382,TTDKTY-220804-BK585-Blush Gray-VimHue,4-THUNME-PEW-DW-30,0.600000
Dây size felt,192.600000,3989,TTDKTY-220804-BK585-Blush Gray-VimHue,5-DAFELT-WHI-07-TA,0.600000
Dây trang trí xỏ khóa sau nón,176.550000,3919,TTDKTY-220804-BK585-Blush Gray-VimHue,5-DA2011-BGR-05-PI,0.550000
Dây quai,272.850000,10072,TTDKTY-220804-BK585-Blush Gray-VimHue,5-DACORD-BGR-04-PQ,0.850000
Dây móc khóa,22.470000,4050,TTDKTY-220804-BK585-Blush Gray-VimHue,5-DADU00-BLK-04-SQ,0.070000
Móc nhựa số 8,606.000000,6595,TTDKTY-220804-BK585-Blush Gray-VimHue,9-M2310A-BLK-00-HO,2.000000
Khóa xỏ dây quai,303.000000,2596,TTDKTY-220804-BK585-Blush Gray-VimHue,6-NHCL23-BLK-00-HO,1.000000
Khoen nhựa tròn,303.000000,2543,TTDKTY-220804-BK585-Blush Gray-VimHue,6-KHOENN-TRO-15-HO,1.000000
nhãn ép,309.000000,10081,TTDKTY-220804-BK585-Blush Gray-VimHue,8-TA0171-000-EN-TG,1.000000
Chỉ  đai,0.510000,3645,TTDKTY-220804-BK585-Blush Gray-VimHue,7-CM9631-GRY-50-PP,0.001700
Chỉ may nón+dây quai,4.000000,3440,TTDKTY-220804-BK585-Blush Gray-VimHue,7-CM6377-MIN-50-PP,0.010000
chỉ  viền,0.510000,3318,TTDKTY-220804-BK585-Blush Gray-VimHue,7-CM1712-WHI-50-PP,0.001700
Vành trên,35.310000,10154,TTDKTY-220804-BK585-Blush-VimHue,1-P2585Q-LUS-L8-EV,0.110000
Vành dưới,35.310000,1243,TTDKTY-220804-BK585-Blush-VimHue,1-P2585Q-LUS-L3-EV,0.110000
Thân trước,9.470000,1243,TTDKTY-220804-BK585-Blush-VimHue,1-P2585Q-LUS-L3-EV,0.029500
Thân sau,10.270000,1243,TTDKTY-220804-BK585-Blush-VimHue,1-P2585Q-LUS-L3-EV,0.032000
Đỉnh,9.310000,1243,TTDKTY-220804-BK585-Blush-VimHue,1-P2585Q-LUS-L3-EV,0.029000
Viền bọc lỗ đuôi vành,48.150000,10149,TTDKTY-220804-BK585-Blush-VimHue,4-P2585Q-LUS-N3-36,0.150000
Viền bọc vành,385.200000,10149,TTDKTY-220804-BK585-Blush-VimHue,4-P2585Q-LUS-N3-36,1.200000
Viền trong chóp,449.400000,6885,TTDKTY-220804-BK585-Blush-VimHue,4-KATE00-WHI-N0-28,1.400000
Đai thun mè,192.600000,8382,TTDKTY-220804-BK585-Blush-VimHue,4-THUNME-PEW-DW-30,0.600000
Dây size felt,192.600000,3989,TTDKTY-220804-BK585-Blush-VimHue,5-DAFELT-WHI-07-TA,0.600000
Dây trang trí xỏ khóa sau nón,176.550000,3917,TTDKTY-220804-BK585-Blush-VimHue,5-DA2011-LUS-05-PI,0.550000
Dây quai,272.850000,10073,TTDKTY-220804-BK585-Blush-VimHue,5-DACORD-LUS-04-PQ,0.850000
Dây móc khóa,22.470000,4041,TTDKTY-220804-BK585-Blush-VimHue,5-DADU00-BLK-04-AK,0.070000
Móc nhựa số 8,606.000000,6595,TTDKTY-220804-BK585-Blush-VimHue,9-M2310A-BLK-00-HO,2.000000
Khóa xỏ dây quai,303.000000,2596,TTDKTY-220804-BK585-Blush-VimHue,6-NHCL23-BLK-00-HO,1.000000
Khoen nhựa tròn,303.000000,2543,TTDKTY-220804-BK585-Blush-VimHue,6-KHOENN-TRO-15-HO,1.000000
nhãn ép,309.000000,10081,TTDKTY-220804-BK585-Blush-VimHue,8-TA0171-000-EN-TG,1.000000
Chỉ may đai,0.510000,3645,TTDKTY-220804-BK585-Blush-VimHue,7-CM9631-GRY-50-PP,0.001700
Chỉ may nón + dây quai,4.000000,3341,TTDKTY-220804-BK585-Blush-VimHue,7-CM3101-PNK-50-PP,0.010000
chỉ may viền,0.510000,3318,TTDKTY-220804-BK585-Blush-VimHue,7-CM1712-WHI-50-PP,0.001700
Vành trên,57.750000,10151,TTDKTY-220804-BK585-Navy Blue-VimHue,1-P2585Q-NAB-L9-EV,0.110000
Vành dưới,57.750000,1287,TTDKTY-220804-BK585-Navy Blue-VimHue,1-P2585Q-NAB-L4-EV,0.110000
Thân trước,15.490000,1287,TTDKTY-220804-BK585-Navy Blue-VimHue,1-P2585Q-NAB-L4-EV,0.029500
Thân sau,16.800000,1287,TTDKTY-220804-BK585-Navy Blue-VimHue,1-P2585Q-NAB-L4-EV,0.032000
Đỉnh,15.230000,1287,TTDKTY-220804-BK585-Navy Blue-VimHue,1-P2585Q-NAB-L4-EV,0.029000
Viền bọc lỗ đuôi vành,78.750000,7336,TTDKTY-220804-BK585-Navy Blue-VimHue,4-P2585Q-NAB-N4-36,0.150000
Viền bọc vành,630.000000,7336,TTDKTY-220804-BK585-Navy Blue-VimHue,4-P2585Q-NAB-N4-36,1.200000
Viền trong chóp,735.000000,8508,TTDKTY-220804-BK585-Navy Blue-VimHue,4-KATE00-BLK-N0-28,1.400000
Đai thun mè,315.000000,8380,TTDKTY-220804-BK585-Navy Blue-VimHue,4-THUNME-BLK-DB-30,0.600000
Dây size felt,315.000000,3983,TTDKTY-220804-BK585-Navy Blue-VimHue,5-DAFELT-BLK-07-TA,0.600000
Dây trang trí xỏ khóa sau nón,288.750000,3936,TTDKTY-220804-BK585-Navy Blue-VimHue,5-DA2011-NAB-05-PI,0.550000
Dây quai,446.250000,10074,TTDKTY-220804-BK585-Navy Blue-VimHue,5-DACORD-NAB-04-PQ,0.850000
Dây móc khóa,36.750000,4041,TTDKTY-220804-BK585-Navy Blue-VimHue,5-DADU00-BLK-04-AK,0.070000
Móc nhựa số 8,1010.000000,6595,TTDKTY-220804-BK585-Navy Blue-VimHue,9-M2310A-BLK-00-HO,2.000000
Khóa xỏ dây quai,505.000000,2596,TTDKTY-220804-BK585-Navy Blue-VimHue,6-NHCL23-BLK-00-HO,1.000000
Khoen nhựa tròn,505.000000,2543,TTDKTY-220804-BK585-Navy Blue-VimHue,6-KHOENN-TRO-15-HO,1.000000
nhãn ép,515.000000,10081,TTDKTY-220804-BK585-Navy Blue-VimHue,8-TA0171-000-EN-TG,1.000000
Chỉ nón+dây quai,6.000000,5772,TTDKTY-220804-BK585-Navy Blue-VimHue,7-CEJ70E-NAB-50-PP,0.010000
Chỉ đai,1.000000,5948,TTDKTY-220804-BK585-Navy Blue-VimHue,7-CM0BLK-BLK-50-PP,0.002000
Chỉ viền,0.500000,5948,TTDKTY-220804-BK585-Navy Blue-VimHue,7-CM0BLK-BLK-50-PP,0.001000
Vành trên,57.750000,10152,TTDKTY-220804-BK585-Khaki-VimHue,1-P2585Q-KHA-L8-EV,0.110000
Vành dưới,57.750000,1281,TTDKTY-220804-BK585-Khaki-VimHue,1-P2585Q-KHA-L3-EV,0.110000
Thân trước,15.490000,1281,TTDKTY-220804-BK585-Khaki-VimHue,1-P2585Q-KHA-L3-EV,0.029500
Thân sau,16.800000,1281,TTDKTY-220804-BK585-Khaki-VimHue,1-P2585Q-KHA-L3-EV,0.032000
Đỉnh,15.230000,1281,TTDKTY-220804-BK585-Khaki-VimHue,1-P2585Q-KHA-L3-EV,0.029000
Viền bọc lỗ đuôi vành,78.750000,8644,TTDKTY-220804-BK585-Khaki-VimHue,4-P2585Q-KHA-N3-36,0.150000
Viền bọc vành,630.000000,8644,TTDKTY-220804-BK585-Khaki-VimHue,4-P2585Q-KHA-N3-36,1.200000
Viền trong chóp,735.000000,6885,TTDKTY-220804-BK585-Khaki-VimHue,4-KATE00-WHI-N0-28,1.400000
Đai thun mè,315.000000,8382,TTDKTY-220804-BK585-Khaki-VimHue,4-THUNME-PEW-DW-30,0.600000
Dây size felt,315.000000,3989,TTDKTY-220804-BK585-Khaki-VimHue,5-DAFELT-WHI-07-TA,0.600000
Dây trang trí xỏ khóa sau nón,288.750000,3932,TTDKTY-220804-BK585-Khaki-VimHue,5-DA2011-KHA-05-PI,0.550000
Dây quai,446.250000,10075,TTDKTY-220804-BK585-Khaki-VimHue,5-DACORD-KHA-04-PQ,0.850000
Dây móc khóa,36.750000,4041,TTDKTY-220804-BK585-Khaki-VimHue,5-DADU00-BLK-04-AK,0.070000
Móc nhựa số 8,1010.000000,6595,TTDKTY-220804-BK585-Khaki-VimHue,9-M2310A-BLK-00-HO,2.000000
Khóa xỏ dây quai,505.000000,2596,TTDKTY-220804-BK585-Khaki-VimHue,6-NHCL23-BLK-00-HO,1.000000
Khoen nhựa tròn,505.000000,2543,TTDKTY-220804-BK585-Khaki-VimHue,6-KHOENN-TRO-15-HO,1.000000
nhãn ép,515.000000,10081,TTDKTY-220804-BK585-Khaki-VimHue,8-TA0171-000-EN-TG,1.000000
Chỉ may đai,1.000000,3645,TTDKTY-220804-BK585-Khaki-VimHue,7-CM9631-GRY-50-PP,0.002000
Chỉ may nón+dây quai,6.000000,5771,TTDKTY-220804-BK585-Khaki-VimHue,7-CEJ71A-KHA-50-PP,0.010000
chỉ may viền,0.500000,3318,TTDKTY-220804-BK585-Khaki-VimHue,7-CM1712-WHI-50-PP,0.001000
Vành trên,57.750000,10150,TTDKTY-220804-BK585-White-VimHue,1-P2585Q-WHI-L8-EV,0.110000
Vành dưới,57.750000,1310,TTDKTY-220804-BK585-White-VimHue,1-P2585Q-WHI-L3-EV,0.110000
Thân trước,15.490000,1310,TTDKTY-220804-BK585-White-VimHue,1-P2585Q-WHI-L3-EV,0.029500
Thân sau,16.800000,1310,TTDKTY-220804-BK585-White-VimHue,1-P2585Q-WHI-L3-EV,0.032000
Đỉnh,15.230000,1310,TTDKTY-220804-BK585-White-VimHue,1-P2585Q-WHI-L3-EV,0.029000
Viền bọc lỗ đuôi vành,78.750000,7335,TTDKTY-220804-BK585-White-VimHue,4-P2585Q-WHI-N3-36,0.150000
Viền bọc vành,630.000000,7335,TTDKTY-220804-BK585-White-VimHue,4-P2585Q-WHI-N3-36,1.200000
Viền trong chóp,735.000000,6885,TTDKTY-220804-BK585-White-VimHue,4-KATE00-WHI-N0-28,1.400000
Đai thun mè,315.000000,8382,TTDKTY-220804-BK585-White-VimHue,4-THUNME-PEW-DW-30,0.600000
Dây trang trí xỏ khóa sau nón,288.750000,3894,TTDKTY-220804-BK585-White-VimHue,5-DA2011-WHI-05-PI,0.550000
Dây quai,446.250000,3978,TTDKTY-220804-BK585-White-VimHue,5-DACORK-BLK-06-TT,0.850000
Dây móc khóa,36.750000,4041,TTDKTY-220804-BK585-White-VimHue,5-DADU00-BLK-04-AK,0.070000
Khoen nhựa tròn,505.000000,2542,TTDKTY-220804-BK585-White-VimHue,6-KHOENN-WHI-15-HO,1.000000
nhãn ép,505.000000,10081,TTDKTY-220804-BK585-White-VimHue,8-TA0171-000-EN-TG,1.000000
Móc nhựa số 8,1010.000000,6595,TTDKTY-220804-BK585-White-VimHue,9-M2310A-BLK-00-HO,2.000000
Khóa xỏ dây quai,505.000000,2596,TTDKTY-220804-BK585-White-VimHue,6-NHCL23-BLK-00-HO,1.000000
Dây size felt,315.000000,3989,TTDKTY-220804-BK585-White-VimHue,5-DAFELT-WHI-07-TA,0.600000
Chỉ may đai,2.000000,3645,TTDKTY-220804-BK585-White-VimHue,7-CM9631-GRY-50-PP,0.003000
Chỉ may nón,6.000000,3318,TTDKTY-220804-BK585-White-VimHue,7-CM1712-WHI-50-PP,0.010000
chỉ may chặn dây quai,1.000000,5948,TTDKTY-220804-BK585-White-VimHue,7-CM0BLK-BLK-50-PP,0.002000
Vành trên,32.100000,10153,TTDKTY-220804-BK570-Blush Gray-VimHue,1-P2585Q-BGR-L8-EV,0.100000
Vành dưới,32.100000,1246,TTDKTY-220804-BK570-Blush Gray-VimHue,1-P2585Q-BGR-L3-EV,0.100000
Thân trước,8.990000,1246,TTDKTY-220804-BK570-Blush Gray-VimHue,1-P2585Q-BGR-L3-EV,0.028000
Thân sau,10.020000,1246,TTDKTY-220804-BK570-Blush Gray-VimHue,1-P2585Q-BGR-L3-EV,0.031200
Đỉnh,8.990000,1246,TTDKTY-220804-BK570-Blush Gray-VimHue,1-P2585Q-BGR-L3-EV,0.028000
Viền bọc lỗ đuôi vành,48.150000,10148,TTDKTY-220804-BK570-Blush Gray-VimHue,4-P2585Q-BGR-N3-36,0.150000
Viền bọc vành,385.200000,10148,TTDKTY-220804-BK570-Blush Gray-VimHue,4-P2585Q-BGR-N3-36,1.200000
Viền trong chóp,449.400000,6885,TTDKTY-220804-BK570-Blush Gray-VimHue,4-KATE00-WHI-N0-28,1.400000
Đai thun mè,192.600000,8382,TTDKTY-220804-BK570-Blush Gray-VimHue,4-THUNME-PEW-DW-30,0.600000
Dây size felt,192.600000,3989,TTDKTY-220804-BK570-Blush Gray-VimHue,5-DAFELT-WHI-07-TA,0.600000
Dây trang trí xỏ khóa sau nón,176.550000,3919,TTDKTY-220804-BK570-Blush Gray-VimHue,5-DA2011-BGR-05-PI,0.550000
Dây quai,272.850000,10072,TTDKTY-220804-BK570-Blush Gray-VimHue,5-DACORD-BGR-04-PQ,0.850000
Dây móc khóa,22.470000,4041,TTDKTY-220804-BK570-Blush Gray-VimHue,5-DADU00-BLK-04-AK,0.070000
Móc nhựa số 8,606.000000,6595,TTDKTY-220804-BK570-Blush Gray-VimHue,9-M2310A-BLK-00-HO,2.000000
Khóa xỏ dây quai,303.000000,2596,TTDKTY-220804-BK570-Blush Gray-VimHue,6-NHCL23-BLK-00-HO,1.000000
Khoen nhựa tròn,303.000000,2543,TTDKTY-220804-BK570-Blush Gray-VimHue,6-KHOENN-TRO-15-HO,1.000000
nhãn ép,309.000000,5732,TTDKTY-220804-BK570-Blush Gray-VimHue,8-TA0139-000-EN-TG,1.000000
Chỉ may đai,1.020000,3645,TTDKTY-220804-BK570-Blush Gray-VimHue,7-CM9631-GRY-50-PP,0.003400
chỉ may viền,0.510000,3318,TTDKTY-220804-BK570-Blush Gray-VimHue,7-CM1712-WHI-50-PP,0.001700
Chỉ may nón+chặn dây quai,3.000000,3440,TTDKTY-220804-BK570-Blush Gray-VimHue,7-CM6377-MIN-50-PP,0.010000
Vành trên,32.100000,10154,TTDKTY-220804-BK570-Blush-VimHue,1-P2585Q-LUS-L8-EV,0.100000
Vành dưới,32.100000,1243,TTDKTY-220804-BK570-Blush-VimHue,1-P2585Q-LUS-L3-EV,0.100000
Thân trước,8.990000,1243,TTDKTY-220804-BK570-Blush-VimHue,1-P2585Q-LUS-L3-EV,0.028000
Thân sau,10.020000,1243,TTDKTY-220804-BK570-Blush-VimHue,1-P2585Q-LUS-L3-EV,0.031200
Đỉnh,8.990000,1243,TTDKTY-220804-BK570-Blush-VimHue,1-P2585Q-LUS-L3-EV,0.028000
Viền bọc lỗ đuôi vành,48.150000,10149,TTDKTY-220804-BK570-Blush-VimHue,4-P2585Q-LUS-N3-36,0.150000
Viền bọc vành,385.200000,10149,TTDKTY-220804-BK570-Blush-VimHue,4-P2585Q-LUS-N3-36,1.200000
Viền trong chóp,449.400000,6885,TTDKTY-220804-BK570-Blush-VimHue,4-KATE00-WHI-N0-28,1.400000
Đai thun mè,192.600000,8382,TTDKTY-220804-BK570-Blush-VimHue,4-THUNME-PEW-DW-30,0.600000
Dây size felt,192.600000,3989,TTDKTY-220804-BK570-Blush-VimHue,5-DAFELT-WHI-07-TA,0.600000
Dây trang trí xỏ khóa sau nón,176.550000,3917,TTDKTY-220804-BK570-Blush-VimHue,5-DA2011-LUS-05-PI,0.550000
Dây quai,272.850000,10073,TTDKTY-220804-BK570-Blush-VimHue,5-DACORD-LUS-04-PQ,0.850000
Dây móc khóa,22.470000,4041,TTDKTY-220804-BK570-Blush-VimHue,5-DADU00-BLK-04-AK,0.070000
Móc nhựa số 8,606.000000,6595,TTDKTY-220804-BK570-Blush-VimHue,9-M2310A-BLK-00-HO,2.000000
Khóa xỏ dây quai,303.000000,2596,TTDKTY-220804-BK570-Blush-VimHue,6-NHCL23-BLK-00-HO,1.000000
Khoen nhựa tròn,303.000000,2543,TTDKTY-220804-BK570-Blush-VimHue,6-KHOENN-TRO-15-HO,1.000000
nhãn ép,309.000000,5732,TTDKTY-220804-BK570-Blush-VimHue,8-TA0139-000-EN-TG,1.000000
Chỉ may đai,1.000000,3645,TTDKTY-220804-BK570-Blush-VimHue,7-CM9631-GRY-50-PP,0.003000
Chỉ may nón+dây quai,4.000000,3341,TTDKTY-220804-BK570-Blush-VimHue,7-CM3101-PNK-50-PP,0.010000
chỉ may viền,1.000000,3318,TTDKTY-220804-BK570-Blush-VimHue,7-CM1712-WHI-50-PP,0.003000
Vành trên,52.500000,10151,TTDKTY-220804-BK570-Navy Blue-VimHue,1-P2585Q-NAB-L9-EV,0.100000
Vành dưới,52.500000,1287,TTDKTY-220804-BK570-Navy Blue-VimHue,1-P2585Q-NAB-L4-EV,0.100000
Thân trước,14.700000,1287,TTDKTY-220804-BK570-Navy Blue-VimHue,1-P2585Q-NAB-L4-EV,0.028000
Thân sau,16.380000,1287,TTDKTY-220804-BK570-Navy Blue-VimHue,1-P2585Q-NAB-L4-EV,0.031200
Đỉnh,14.700000,1287,TTDKTY-220804-BK570-Navy Blue-VimHue,1-P2585Q-NAB-L4-EV,0.028000
Viền bọc lỗ đuôi vành,78.750000,7336,TTDKTY-220804-BK570-Navy Blue-VimHue,4-P2585Q-NAB-N4-36,0.150000
Viền bọc vành,630.000000,7336,TTDKTY-220804-BK570-Navy Blue-VimHue,4-P2585Q-NAB-N4-36,1.200000
Viền trong chóp,735.000000,8508,TTDKTY-220804-BK570-Navy Blue-VimHue,4-KATE00-BLK-N0-28,1.400000
Đai thun mè,315.000000,8380,TTDKTY-220804-BK570-Navy Blue-VimHue,4-THUNME-BLK-DB-30,0.600000
Dây size felt,315.000000,3983,TTDKTY-220804-BK570-Navy Blue-VimHue,5-DAFELT-BLK-07-TA,0.600000
Dây trang trí xỏ khóa sau nón,288.750000,3936,TTDKTY-220804-BK570-Navy Blue-VimHue,5-DA2011-NAB-05-PI,0.550000
Dây quai,446.250000,10074,TTDKTY-220804-BK570-Navy Blue-VimHue,5-DACORD-NAB-04-PQ,0.850000
Dây móc khóa,36.750000,4041,TTDKTY-220804-BK570-Navy Blue-VimHue,5-DADU00-BLK-04-AK,0.070000
Móc nhựa số 8,1010.000000,6595,TTDKTY-220804-BK570-Navy Blue-VimHue,9-M2310A-BLK-00-HO,2.000000
Khóa xỏ dây quai,505.000000,2596,TTDKTY-220804-BK570-Navy Blue-VimHue,6-NHCL23-BLK-00-HO,1.000000
Khoen nhựa tròn,505.000000,2543,TTDKTY-220804-BK570-Navy Blue-VimHue,6-KHOENN-TRO-15-HO,1.000000
NHÃN ÉP,505.000000,5732,TTDKTY-220804-BK570-Navy Blue-VimHue,8-TA0139-000-EN-TG,1.000000
Chỉ  đai,1.000000,5948,TTDKTY-220804-BK570-Navy Blue-VimHue,7-CM0BLK-BLK-50-PP,0.002000
Chỉ may nón+chặn dây quai,5.000000,5772,TTDKTY-220804-BK570-Navy Blue-VimHue,7-CEJ70E-NAB-50-PP,0.010000
Chỉ viền,0.500000,5948,TTDKTY-220804-BK570-Navy Blue-VimHue,7-CM0BLK-BLK-50-PP,0.001000
Vành trên,52.500000,10152,TTDKTY-220804-BK570-Khaki-VimHue,1-P2585Q-KHA-L8-EV,0.100000
Vành dưới,52.500000,1281,TTDKTY-220804-BK570-Khaki-VimHue,1-P2585Q-KHA-L3-EV,0.100000
Thân trước,14.700000,1281,TTDKTY-220804-BK570-Khaki-VimHue,1-P2585Q-KHA-L3-EV,0.028000
Thân sau,16.380000,1281,TTDKTY-220804-BK570-Khaki-VimHue,1-P2585Q-KHA-L3-EV,0.031200
Đỉnh,14.700000,1281,TTDKTY-220804-BK570-Khaki-VimHue,1-P2585Q-KHA-L3-EV,0.028000
Viền bọc vành,630.000000,8644,TTDKTY-220804-BK570-Khaki-VimHue,4-P2585Q-KHA-N3-36,1.200000
Viền bọc lỗ đuôi vành,78.750000,8644,TTDKTY-220804-BK570-Khaki-VimHue,4-P2585Q-KHA-N3-36,0.150000
Đai thun mè,315.000000,8382,TTDKTY-220804-BK570-Khaki-VimHue,4-THUNME-PEW-DW-30,0.600000
Dây size felt,315.000000,3989,TTDKTY-220804-BK570-Khaki-VimHue,5-DAFELT-WHI-07-TA,0.600000
Dây trang trí xỏ khóa sau nón,288.750000,3932,TTDKTY-220804-BK570-Khaki-VimHue,5-DA2011-KHA-05-PI,0.550000
Viền trong chóp,735.000000,6885,TTDKTY-220804-BK570-Khaki-VimHue,4-KATE00-WHI-N0-28,1.400000
Dây quai,446.250000,10075,TTDKTY-220804-BK570-Khaki-VimHue,5-DACORD-KHA-04-PQ,0.850000
Dây móc khóa,36.750000,4041,TTDKTY-220804-BK570-Khaki-VimHue,5-DADU00-BLK-04-AK,0.070000
Móc nhựa số 8,1010.000000,6595,TTDKTY-220804-BK570-Khaki-VimHue,9-M2310A-BLK-00-HO,2.000000
Khóa xỏ dây quai,505.000000,2596,TTDKTY-220804-BK570-Khaki-VimHue,6-NHCL23-BLK-00-HO,1.000000
Khoen nhựa tròn,505.000000,2543,TTDKTY-220804-BK570-Khaki-VimHue,6-KHOENN-TRO-15-HO,1.000000
nhãn ép,505.000000,5732,TTDKTY-220804-BK570-Khaki-VimHue,8-TA0139-000-EN-TG,1.000000
Chỉ may đai,1.000000,3645,TTDKTY-220804-BK570-Khaki-VimHue,7-CM9631-GRY-50-PP,0.002000
chỉ may viền,1.000000,3318,TTDKTY-220804-BK570-Khaki-VimHue,7-CM1712-WHI-50-PP,0.002000
chỉ may chính+chặn dây quai,5.000000,5771,TTDKTY-220804-BK570-Khaki-VimHue,7-CEJ71A-KHA-50-PP,0.010000
Vành trên,52.500000,10150,TTDKTY-220804-BK570-White-VimHue,1-P2585Q-WHI-L8-EV,0.100000
Vành dưới,52.500000,1310,TTDKTY-220804-BK570-White-VimHue,1-P2585Q-WHI-L3-EV,0.100000
Thân trước,14.700000,1310,TTDKTY-220804-BK570-White-VimHue,1-P2585Q-WHI-L3-EV,0.028000
Thân sau,16.380000,1310,TTDKTY-220804-BK570-White-VimHue,1-P2585Q-WHI-L3-EV,0.031200
Đỉnh,14.700000,1310,TTDKTY-220804-BK570-White-VimHue,1-P2585Q-WHI-L3-EV,0.028000
Viền bọc lỗ đuôi vành,78.750000,7335,TTDKTY-220804-BK570-White-VimHue,4-P2585Q-WHI-N3-36,0.150000
Viền bọc vành,630.000000,7335,TTDKTY-220804-BK570-White-VimHue,4-P2585Q-WHI-N3-36,1.200000
Viền trong chóp,735.000000,6885,TTDKTY-220804-BK570-White-VimHue,4-KATE00-WHI-N0-28,1.400000
Đai thun mè,315.000000,8382,TTDKTY-220804-BK570-White-VimHue,4-THUNME-PEW-DW-30,0.600000
Dây size felt,315.000000,3989,TTDKTY-220804-BK570-White-VimHue,5-DAFELT-WHI-07-TA,0.600000
